ZZXP;AGR;ARC;AGRDESC;AGRDESCen;DESC;DESCen;PR1;Q1;PR2;Q2;PR3;Q3;PR4;Q4;PR5;Q5
2114;G5137;HA1455N1202;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 120x103x53 klar elox.;Aluminium Encl. 120x103x53 CLR anod.;14,16;1;11,98;5;10,89;10;10,4;25;9,9;50
2115;G5136;HA1455N1601;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x103x53 klar elox.;Aluminium Encl. 160x103x53 CLR anod.;17,01;1;14,39;5;13,09;10;12,49;25;11,89;50
2116;G5136;HA1455N1601BK;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x103x53 sw elox.;Aluminium Encl. 160x103x53 BK anod.;18,95;1;16,03;5;14,58;10;13,92;25;13,25;50
2117;G5136;HA1455N1601BU;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x103x53 blau elox.;Aluminium Encl. 160x54x23 BU anod.;26,63;1;22,52;5;20,49;10;19,55;25;18,61;50
2118;G5136;HA1455N1601RD;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x103x53 rot elox.;Aluminium Encl. 160x103x53 RD anod.;26,63;1;22,52;5;20,49;10;19,55;25;18,61;50
2119;G5137;HA1455N1602;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 160x103x53 klar elox.;Aluminium Encl. 160x103x53 CLR anod.;15,86;1;13,41;5;12,2;10;11,64;25;11,08;50
2120;G5137;HA1455N1602BK;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 160x103x53 sw elox.;Aluminium Encl. 160x103x53 BK anod.;17,14;1;14,5;5;13,19;10;12,59;25;11,98;50
2121;G5136;HA1455N2201;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 220x103x53 klar elox.;Aluminium Encl. 220x103x53 CLR anod;19,78;1;16,73;5;15,22;10;14,52;25;13,83;50
2122;G5136;HA1455N2201BK;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 220x103x53 sw elox.;Aluminium Encl. 220x103x53 BK anod.;21,66;1;18,33;5;16,67;10;15,91;25;15,14;50
2123;G5137;HA1455N2202;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 220x103x53 klar elox.;Aluminium Encl. 220x103x53 CLR anod.;18,63;1;15,76;5;14,34;10;13,68;25;13,02;50
2124;G4113;HA1551GGY;Hammond Kleingehäuse;ABS Miniature Enclosures Series 1551;ABS-Geh. 50x35x20 grau;ABS Enclosure 50x35x20 Grey;1,27;5;1,08;25;0,98;50;0,93;100;0,89;200
2125;G4114;HA1551HFLGY;Hammond ABS-Flansch-Kleingehäuse;Hammond ABS Miniature Enclosures with Fl;ABS-Geh. 60x35x20 Flansch grau;ABS Enclosure 60x35x20 Flanged Grey;1,73;5;1,46;25;1,33;50;1,27;100;1,21;200
2126;G4114;HA1551KFLGY;Hammond ABS-Flansch-Kleingehäuse;Hammond ABS Miniature Enclosures with Fl;ABS-Geh. 80x40x20 Flansch grau;ABS Enclosure 80x40x20 Flanged Grey;1,78;5;1,5;25;1,37;50;1,31;100;1,24;200
2127;G4113;HA1551MGY;Hammond Kleingehäuse;ABS Miniature Enclosures Series 1551;ABS-Geh. 35x35x20 grau;ABS Enclosure 35x35x20 Grey;1,46;5;1,23;25;1,12;50;1,07;100;1,02;200
2128;G4114;HA1551PFLBK;Hammond ABS-Flansch-Kleingehäuse;Hammond ABS Miniature Enclosures with Fl;ABS-Geh. 40x40x20 Flansch schwarz;ABS Enclosure 40x40x20 Flanged Black;1,53;5;1,3;25;1,18;50;1,13;100;1,07;200
2129;G4114;HA1551PFLGY;Hammond ABS-Flansch-Kleingehäuse;Hammond ABS Miniature Enclosures with Fl;ABS-Geh. 40x40x20 Flansch grau;ABS Enclosure 40x40x20 Flanged Grey;1,53;5;1,3;25;1,18;50;1,13;100;1,07;200
2130;G4113;HA1551PGY;Hammond Kleingehäuse;ABS Miniature Enclosures Series 1551;ABS-Geh. 40x40x20 grau;ABS Enclosure 40x40x20 Grey;1,53;5;1,3;25;1,18;50;1,13;100;1,07;200
2131;Y4753;LPC1763FBD100;NXP 32Bit-Flash-Microcontroller ARM-Cort;NXP 32Bit Flash Microcontrollers ARM-Cor;MC 32bit 3,3V 256kB Flash 100MHz LQFP100;MC 32bit 3,3V 256kB Flash 100MHz LQFP100;8,72;5;7,38;20;6,71;50;6,46;100;6,21;200
2132;G4114;HA1551RFLGY;Hammond ABS-Flansch-Kleingehäuse;Hammond ABS Miniature Enclosures with Fl;ABS-Geh. 50x50x20 Flansch grau;ABS Enclosure 50x50x20 Flanged Grey;1,62;5;1,37;25;1,25;50;1,19;100;1,14;200
2133;G4113;HA1551RGY;Hammond Kleingehäuse;ABS Miniature Enclosures Series 1551;ABS-Geh. 50x50x20 grau;ABS Enclosure 50x50x20 Grey;1,62;5;1,37;25;1,25;50;1,19;100;1,14;200
2134;G4153;HA1553BGYBAT;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 117x79x24 gr Batteriefach;ABS Enclosure 117x79x24 GY Batt.Comp.;9,16;1;7,75;5;7,05;10;6,73;25;6,4;50
2135;G4153;HA1553BRDBK-BAT;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 117x79x24 rt/sw Batteriefach;ABS Enclosure 117x79x24 RD/BK;9,39;1;7,94;5;7,23;10;6,9;25;6,57;50
2136;G4153;HA1553BYLBK;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 117x79x24 ge/sw;ABS Enclosure 117x79x24 YE/BK;6,25;1;5,29;5;4,81;10;4,59;25;4,37;50
2137;G4153;HA1553BYLBK-BAT;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 117x79x24 ge/sw Batteriefach;ABS Enclosure 117x79x24 YE/BK Batt.Comp.;9,39;1;7,94;5;7,23;10;6,9;25;6,57;50
2138;G4153;HA1553DBK;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 147x89x25 sw;ABS Enclosure 147x89x25 BK;6,92;1;5,86;5;5,33;10;5,09;25;4,84;50
2139;G4153;HA1553DGY;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 147x89x25 gr;ABS Enclosure 147x89x25 GY;6,92;1;5,86;5;5,33;10;5,09;25;4,84;50
2140;G4153;HA1553DGYBAT;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 147x89x25 gr Batteriefach;ABS Enclosure 147x89x25 GY Batt.Comp.;10,14;1;8,58;5;7,8;10;7,45;25;7,09;50
2141;G4153;HA1553DRDBK;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 147x89x25 rt/sw;ABS Enclosure 147x89x25 RD/BK;7,17;1;6,07;5;5,52;10;5,27;25;5,01;50
2142;G4153;HA1553DRDBK-BAT;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 147x89x25 rt/sw Batteriefach;ABS Enclosure 147x89x25 RD/BK Batt.Comp.;10,33;1;8,74;5;7,95;10;7,58;25;7,22;50
2143;G4153;HA1553DYLBK-BAT;Hammond ABS-Handgehäuse;Hammond ABS Hand-held Enclosures;ABS-Geh. 147x89x25 ge/sw Batteriefach;ABS Enclosure 147x89x25 YE/BK Batt.Comp.;10,33;1;8,74;5;7,95;10;7,58;25;7,22;50
2144;G4535;HA1554DGY;Hammond Wand- und Tischgehäuse 1554;Hammond Wall and Desk Mounting Enclosure;ABS-Geh. 120x65x61 grau;ABS Enclosure 120x65x61 Grey;9,12;1;7,71;5;7,02;10;6,69;25;6,37;50
2145;G5137;HA1455N2202BK;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 220x103x53 sw elox.;Aluminium Encl. 220x103x53 BK anod.;19,98;1;16,9;5;15,37;10;14,67;25;13,97;50
2146;G5138;HA1455NHD1201;HAMMOND 1455HD Alu-Profilgehäuse, wärmea;HAMMOND 1455HD Extruded Alu. Encl., Heat;Alu-Profilgehäuse 120x111x61 klar elox.;Aluminium Enclosure 120x111x61 CLR Anod.;46,62;1;34,97;5;29,13;10;27,82;25;26,49;50
2147;G5138;HA1455NHD1201BK;HAMMOND 1455HD Alu-Profilgehäuse, wärmea;HAMMOND 1455HD Extruded Alu. Encl., Heat;Alu-Profilgehäuse 120x111x61 sw elox.;Aluminium Enclosure 120x111x61 BK Anod.;48,16;1;36,13;5;30,1;10;28,74;25;27,36;50
2148;G5138;HA1455NHD1601;HAMMOND 1455HD Alu-Profilgehäuse, wärmea;HAMMOND 1455HD Extruded Alu. Encl., Heat;Alu-Profilgehäuse 160x111x61 klar elox.;Aluminium Enclosure 160x111x61 CLR Anod.;45,09;1;33,82;5;28,18;10;26,91;25;25,62;50
2149;G5138;HA1455NHD1601BK;HAMMOND 1455HD Alu-Profilgehäuse, wärmea;HAMMOND 1455HD Extruded Alu. Encl., Heat;Alu-Profilgehäuse 160x111x61 sw elox.;Aluminium Enclosure 160x111x61 BK Anod.;46,88;1;35,17;5;29,3;10;27,98;25;26,64;50
2150;G5136;HA1455P1601;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x125x30.5 klar elox.;Aluminium Encl. 160x125x30.5 CLR anod.;18,75;1;15,86;5;14,43;10;13,77;25;13,11;50
2151;G5136;HA1455P1601BK;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x125x30.5 sw elox;Aluminium Encl. 160x125x30.5 BK anod.;21,8;1;18,44;5;16,78;10;16,01;25;15,24;50
2152;G5137;HA1455P1602;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 160x125x30,5 klar elox.;Aluminium Encl. 160x125x30,5 CLR anod.;15,58;1;13,18;5;11,99;10;11,44;25;10,89;50
2153;G5137;HA1455P1602BK;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 160x125x31 sw elox.;Aluminium Encl. 160x125x31 BK anod.;18,29;1;15,47;5;14,08;10;13,43;25;12,79;50
2154;G5136;HA1455P2201;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 220x125x30.5 klar elox.;Aluminium Encl. 220x125x30.5 CLR anod.;21,49;1;18,18;5;16,54;10;15,78;25;15,03;50
2155;G5136;HA1455P2201BK;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 220x125x30.5 sw elox;Aluminium Encl. 220x125x30.5 BK anod;24,48;1;20,71;5;18,84;10;17,98;25;17,11;50
2156;G5137;HA1455P2202;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 220x125x31 klar elox.;Aluminium Encl. 220x125x31 CLR anod.;18,32;1;15,5;5;14,1;10;13,46;25;12,81;50
2157;G5137;HA1455P2202BK;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 220x120x30.5 sw elox;Aluminium Encl. 220x120x30.5 BK anod.;20,87;1;17,65;5;16,06;10;15,32;25;14,59;50
2158;G4316;HA1591ATRD;HAMMOND 1591T Polycarbonat Universalgehä;HAMMOND 1591T Polycarbonate Multipurpose;Polycarbonat-Geh. 100x50x25 transp. rt;Polycarbonate Encl 100x50x25 Transl. RD;4,83;1;3,62;10;3,02;50;2,88;100;2,74;200
2159;G4316;HA1591CTRD;HAMMOND 1591T Polycarbonat Universalgehä;HAMMOND 1591T Polycarbonate Multipurpose;Polycarbonat-Geh. 120x65x40 transp. rt;Polycarbonate Encl 120x65x40 Transl. RD;7,5;1;5,63;10;4,69;50;4,48;100;4,26;200
2160;G4316;HA1591DTRD;HAMMOND 1591T Polycarbonat Universalgehä;HAMMOND 1591T Polycarbonate Multipurpose;Polycarbonat-Geh. 150x80x50 transp. rt;Polycarbonate Encl 150x80x50 Transl. RD;9,73;1;7,3;10;6,08;50;5,81;100;5,53;200
2161;G4318;HA1591EFLBK;HAMMOND 1591 ABS Universalgehäuse mit Fl;HAMMOND 1591 ABS Multipurpose Encl. with;ABS-Geh. 191x110x61 Flansch sw UL94V-0;ABS Enc 191x110x61 Flanged L. BK UL94V-0;8,99;1;7,61;10;6,92;50;6,6;100;6,29;200
2162;G4315;HA1591GBK;HAMMOND 1591 ABS Universalgehäuse;HAMMOND 1591 ABS Multipurpose Encl.;ABS-Geh. 120x93x32 sw UL94V-0;ABS Enclosure 120x93x32 BK UL94V-0;5,82;1;4,92;10;4,48;50;4,28;100;4,07;200
2163;G4318;HA1591GFLBK;HAMMOND 1591 ABS Universalgehäuse mit Fl;HAMMOND 1591 ABS Multipurpose Encl. with;ABS-Geh. 120x94x34 Flansch sw UL94V-0;ABS Encl 120x94x34 Flanged L. BK UL94V-0;5,82;1;4,92;10;4,48;50;4,28;100;4,07;200
2164;G4318;HA1591TFLBK;HAMMOND 1591 ABS Universalgehäuse mit Fl;HAMMOND 1591 ABS Multipurpose Encl. with;ABS-Geh. 120x80x59 Flansch sw UL94V-0;ABS Encl120x80x59 Flanged L. BK UL94V-0;6,17;1;5,22;10;4,75;50;4,53;100;4,32;200
2165;G4511;HA1593DGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 114x36x25 gr;ABS Enclosure 114x36x25 GY;3,85;1;3,25;10;2,96;50;2,82;100;2,69;200
2166;G4511;HA1593JBK;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 66x66x28 sw;ABS Enclosure 66x66x28 BK;2,3;1;1,94;10;1,77;50;1,69;100;1,61;200
2167;G4511;HA1593JGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 66x66x28 gr;ABS Enclosure 66x66x28 GY;2,41;1;2,03;10;1,85;50;1,77;100;1,68;200
2168;G4511;HA1593NGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 111x75x25 gr;ABS Enclosure 109x74x25 GY;3,19;1;2,7;10;2,45;50;2,34;100;2,23;200
2169;G4511;HA1593PBK;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 91x66x28 sw Batteriefach;ABS Enclosure 91x66x28 BK Batt.Comp.;3,81;1;3,23;10;2,94;50;2,8;100;2,67;200
2170;G4511;HA1593PGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 91x66x28 gr Batteriefach;ABS Enclosure 91x66x28 GY Batt.Comp.;3,81;1;3,23;10;2,94;50;2,8;100;2,67;200
2171;G4511;HA1593QBK;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 112x66x28 sw Batteriefach;ABS Enclosure 112x66x28 BK Batt.Comp.;4,29;1;3,63;10;3,3;50;3,15;100;3;200
2172;G4511;HA1593SGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 91x66x21 gr Batteriefach;ABS Enclosure 91x66x21 GY Batt.Comp.;3,55;1;3,01;10;2,74;50;2,61;100;2,48;200
2173;G4511;HA1593TBK;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 112x66x21 sw Batteriefach;ABS Enclosure 112x66x21 BK Batt.Comp.;4,03;1;3,41;10;3,1;50;2,96;100;2,82;200
2174;G4511;HA1593XGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 140x66x28 gr;ABS Enclosure 140x66x28 GY;4,55;1;3,85;10;3,5;50;3,34;100;3,18;200
2175;G4511;HA1593YGY;Hammond Gehäuse mit Frontplatte;Hammond ABS Enclosures;ABS-Geh. 140x66x28 gr Batteriefach;ABS Enclosure 140x66x28 GY Batt.Comp.;4,63;1;3,91;10;3,56;50;3,4;100;3,23;200
2176;G4321;HA1594AGY;Hammond 1594 ABS Universalgehäuse;Hammond 1594 ABS Multipurpose Encl.;ABS-Gehäuse 56x56x28 gr UL94V-0;ABS Enclosure 56x56x28 GY UL94V-0;4,99;1;4,22;10;3,84;50;3,67;100;3,49;200
2177;G4321;HA1594BBK;Hammond 1594 ABS Universalgehäuse;Hammond 1594 ABS Multipurpose Encl.;ABS-Gehäuse 81x56x28 sw UL94V-0;ABS Enclosure 81x56x28 BK UL94V-0;5,32;1;4,5;10;4,09;50;3,9;100;3,72;200
2178;G4321;HA1594CBK;Hammond 1594 ABS Universalgehäuse;Hammond 1594 ABS Multipurpose Encl.;ABS-Gehäuse 104x66x33 sw UL94V-0;ABS Enclosure 104x66x33 BK UL94V-0;6,04;1;5,11;10;4,65;50;4,43;100;4,22;200
2179;G4321;HA1594CGY;Hammond 1594 ABS Universalgehäuse;Hammond 1594 ABS Multipurpose Encl.;ABS-Gehäuse 104x66x33 gr UL94V-0;ABS Enclosure 104x66x33 GY UL94V-0;6,04;1;5,11;10;4,65;50;4,43;100;4,22;200
2180;G4321;HA1594DBK;Hammond 1594 ABS Universalgehäuse;Hammond 1594 ABS Multipurpose Encl.;ABS-Gehäuse 132x66x43 sw UL94V-0;ABS Enclosure 132x66x43 BK UL94V-0;6,76;1;5,72;10;5,2;50;4,96;100;4,72;200
2181;G4321;HA1594EBK;Hammond 1594 ABS Universalgehäuse;Hammond 1594 ABS Multipurpose Encl.;ABS-Gehäuse 167x107x65 sw UL94V-0;ABS Enclosure 168x107x53 BK UL94V-0;9,97;1;8,44;10;7,68;50;7,32;100;6,97;200
2182;G5136;HA1455Q1601;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x125x51.5 klar elox.;Aluminium Encl. 160x125x51.5 CLR anod.;20,73;1;17,53;5;15,95;10;15,22;25;14,49;50
2183;G5136;HA1455Q1601BK;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 160x125x51.5 sw elox;Aluminium Encl. 160x125x51.5 BK anod.;24,56;1;20,77;5;18,9;10;18,03;25;17,17;50
2184;G5137;HA1455Q1602;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 160x125x52 klar elox.;Aluminium Encl. 160x125x52 CLR anod.;17,36;1;14,68;5;13,36;10;12,75;25;12,13;50
2185;G5137;HA1455Q1602BK;Hammond Alu-Profilgehäuse,Serie 1455,ABS;Extruded Aluminium Enclosures Series 145;Alu-Profilgeh. 160x120x51.5 sw elox.;Aluminium Encl. 160x120x51.5 BK anod.;20,84;1;17,63;5;16,03;10;15,3;25;14,57;50
2186;G5136;HA1455Q2201;Hammond Alu-Profilgehäuse,Serie 1455,Alu;Extruded Alu Enclosures Series 1455, Alu;Alu-Profilgeh. 220x125x51.5 klar elox.;Aluminium Encl. 220x125x51.5 CLR anod.;23,88;1;20,2;5;18,38;10;17,54;25;16,7;50
2187;D9530;X1G005441031612;EPSON SMD-Quarzoszillator Serie TG2016 u;EPSON SMD Crystal Oscillators Series TG2;SMD-Quarzoszillator 48MHz;SMD Crystal Oscillator 48MHz;106,93;5;76,38;25;61,1;50;57,35;100;53,61;250
2188;D1128;DRGR110MB101;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 100uH 1,08A 10,5x10,5mm 20%;Inductor 100uH 1,08A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2189;D1128;DRGR110MB102;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 1000uH 0,35A 10,5x10,5mm 20%;Inductor 1000uH 0,35A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2190;D1128;DRGR110MB121;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 120uH 0,99A 10,5x10,5mm 20%;Inductor 120uH 0,99A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2191;D1128;DRGR110MB151;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 150uH 0,90A 10,5x10,5mm 20%;Inductor 150uH 0,90A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2192;D1128;DRGR110MB220;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 22uH 2,34A 10,5x10,5mm 20%;Inductor 22uH 2,34A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2193;D1128;DRGR110MB221;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 220uH 0,74A 10,5x10,5mm 20%;Inductor 220uH 0,74A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2194;D1128;DRGR110MB271;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 270uH 0,67A 10,5x10,5mm 20%;Inductor 270uH 0,67A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2195;D1128;DRGR110MB330;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 33uH 1,89A 10,5x10,5mm 20%;Inductor 33uH 1,89A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2196;D1128;DRGR110MB331;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 330uH 0,61A 10,5x10,5mm 20%;Inductor 330uH 0,61A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2197;D1128;DRGR110MB391;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 390uH 0,55A 10,5x10,5mm 20%;Inductor 390uH 0,55A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2198;D1128;DRGR110MB470;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 47uH 1,62A 10,5x10,5mm 20%;Inductor 47uH 1,62A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2199;D1128;DRGR110MB471;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 470uH 0,51A 10,5x10,5mm 20%;Inductor 470uH 0,51A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2200;D1128;DRGR110MB680;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 68uH 1,35A 10,5x10,5mm 20%;Inductor 68uH 1,35A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2201;D1128;DRGR110MB681;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 680uH 0,42A 10,5x10,5mm 20%;Inductor 680uH 0,42A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2202;D1128;DRGR110MB821;Viking Induktivitäten Serie DRGR110;Viking Inductors Series DRGR110;Drossel 820uH 0,38A 10,5x10,5mm 20%;Inductor 820uH 0,38A 10,5x10,5mm 20%;42,01;36;35,54;108;32,33;360;30,85;720;29,37;1440
2203;D1127;DRGR875MB101;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 100uH 0,74A 7,8x7,5mm 20%;Inductor 100uH 0,74A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2204;D1127;DRGR875MB102;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 1000uH 0,23A 7,8x7,5mm 20%;Inductor 1000uH 0,23A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2205;D1127;DRGR875MB103;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 10000uH 0,074A 7,8x7,5mm 20%;Inductor 10000uH 0,074A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2206;D1127;DRGR875MB151;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 150uH 0,6A 7,8x7,5mm 20%;Inductor 150uH 0,6A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2207;D1127;DRGR875MB221;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 220uH 0,5A 7,8x7,5mm 20%;Inductor 220uH 0,5A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2208;D1127;DRGR875MB222;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 2200uH 0,16A 7,8x7,5mm 20%;Inductor 2200uH 0,16A 7,8x7,5mm 20%;1128,53;50;954,69;200;868,5;1000;828,72;2500;788,94;5000
2209;D1127;DRGR875MB270;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 27uH 1,4A 7,8x7,5mm 20%;Inductor 27uH 1,4A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2210;D1127;DRGR875MB330;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 33uH 1,3A 7,8x7,5mm 20%;Inductor 33uH 1,3A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2211;D1127;DRGR875MB331;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 330uH 0,41A 7,8x7,5mm 20%;Inductor 330uH 0,41A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2212;D1127;DRGR875MB332;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 3300uH 0,13A 7,8x7,5mm 20%;Inductor 3300uH 0,13A 7,8x7,5mm 20%;1128,53;50;954,69;200;868,5;1000;828,72;2500;788,94;5000
2213;D1127;DRGR875MB391;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 390uH 0,37A 7,8x7,5mm 20%;Inductor 390uH 0,37A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
2214;D1127;DRGR875MB392;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 3900uH 0,12A 7,8x7,5mm 20%;Inductor 3900uH 0,12A 7,8x7,5mm 20%;1128,53;50;954,69;200;868,5;1000;828,72;2500;788,94;5000
2215;D1127;DRGR875MB470;Viking Induktivitäten Serie DRGR875;Viking Inductors Series DRGR875;Drossel 47uH 1,1A 7,8x7,5mm 20%;Inductor 47uH 1,1A 7,8x7,5mm 20%;32,28;50;27,31;200;24,84;1000;23,7;2500;22,57;5000
